10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,59,69,69,69,58,10,10,10,59,69,69,69,58,10,10,69,69,69,69,69,69,69,69,69,69,69,69,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,66,66,66,66,66,66,66,66,66,66,66,58,10,10,10,10,10,10,10
10,10,10,10,10,59,58,58,58,58,10,10,10,59,58,58,58,58,10,10,59,58,58,58,58,58,58,58,58,58,58,58,58,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,59,69,69,69,69,10,10,10,59,69,69,69,58,10,10,59,69,69,69,58,10,10,10,59,69,69,69,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,59,56,56,56,58,10,10,10,59,56,56,56,58,10,10,10,10,10,10,10
10,10,10,10,10,59,58,58,58,58,10,10,10,58,58,58,58,58,10,10,58,58,58,58,58,10,10,10,58,58,58,58,58,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,
